"RamDA_mESC_00h_A04"	"RamDA_mESC_00h_A05"	"RamDA_mESC_00h_A06"	"RamDA_mESC_00h_A07"	"RamDA_mESC_00h_A08"	"RamDA_mESC_00h_A09"	"RamDA_mESC_00h_A10"	"RamDA_mESC_00h_A11"	"RamDA_mESC_00h_A12"	"RamDA_mESC_00h_B01"	"RamDA_mESC_00h_B02"	"RamDA_mESC_00h_B03"	"RamDA_mESC_00h_B04"	"RamDA_mESC_00h_B05"	"RamDA_mESC_00h_B06"	"RamDA_mESC_00h_B07"	"RamDA_mESC_00h_B08"	"RamDA_mESC_00h_B09"	"RamDA_mESC_00h_B10"	"RamDA_mESC_00h_B11"	"RamDA_mESC_00h_B12"	"RamDA_mESC_00h_C01"	"RamDA_mESC_00h_C02"	"RamDA_mESC_00h_C03"	"RamDA_mESC_00h_C04"	"RamDA_mESC_00h_C05"	"RamDA_mESC_00h_C06"	"RamDA_mESC_00h_C07"	"RamDA_mESC_00h_C08"	"RamDA_mESC_00h_C09"	"RamDA_mESC_00h_C10"	"RamDA_mESC_00h_C11"	"RamDA_mESC_00h_D01"	"RamDA_mESC_00h_D02"	"RamDA_mESC_00h_D03"	"RamDA_mESC_00h_D04"	"RamDA_mESC_00h_D05"	"RamDA_mESC_00h_D06"	"RamDA_mESC_00h_D07"	"RamDA_mESC_00h_D08"	"RamDA_mESC_00h_D09"	"RamDA_mESC_00h_D10"	"RamDA_mESC_00h_D11"	"RamDA_mESC_00h_D12"	"RamDA_mESC_00h_E01"	"RamDA_mESC_00h_E02"	"RamDA_mESC_00h_E03"	"RamDA_mESC_00h_E04"	"RamDA_mESC_00h_E05"	"RamDA_mESC_00h_E06"	"RamDA_mESC_00h_E07"	"RamDA_mESC_00h_E08"	"RamDA_mESC_00h_E09"	"RamDA_mESC_00h_E10"	"RamDA_mESC_00h_E11"	"RamDA_mESC_00h_E12"	"RamDA_mESC_00h_F01"	"RamDA_mESC_00h_F02"	"RamDA_mESC_00h_F03"	"RamDA_mESC_00h_F04"	"RamDA_mESC_00h_F05"	"RamDA_mESC_00h_F06"	"RamDA_mESC_00h_F07"	"RamDA_mESC_00h_F08"	"RamDA_mESC_00h_F09"	"RamDA_mESC_00h_F10"	"RamDA_mESC_00h_F11"	"RamDA_mESC_00h_F12"	"RamDA_mESC_00h_G01"	"RamDA_mESC_00h_G02"	"RamDA_mESC_00h_G03"	"RamDA_mESC_00h_G04"	"RamDA_mESC_00h_G05"	"RamDA_mESC_00h_G06"	"RamDA_mESC_00h_G07"	"RamDA_mESC_00h_G08"	"RamDA_mESC_00h_G09"	"RamDA_mESC_00h_G10"	"RamDA_mESC_00h_G11"	"RamDA_mESC_00h_G12"	"RamDA_mESC_00h_H01"	"RamDA_mESC_00h_H02"	"RamDA_mESC_00h_H03"	"RamDA_mESC_00h_H04"	"RamDA_mESC_00h_H05"	"RamDA_mESC_00h_H06"	"RamDA_mESC_00h_H07"	"RamDA_mESC_00h_H08"	"RamDA_mESC_00h_H09"	"RamDA_mESC_00h_H10"	"RamDA_mESC_00h_H11"	"RamDA_mESC_00h_H12"	"RamDA_mESC_72h_A04"	"RamDA_mESC_72h_A05"	"RamDA_mESC_72h_A06"	"RamDA_mESC_72h_A07"	"RamDA_mESC_72h_A08"	"RamDA_mESC_72h_A09"	"RamDA_mESC_72h_A10"	"RamDA_mESC_72h_A11"	"RamDA_mESC_72h_A12"	"RamDA_mESC_72h_B01"	"RamDA_mESC_72h_B02"	"RamDA_mESC_72h_B03"	"RamDA_mESC_72h_B04"	"RamDA_mESC_72h_B05"	"RamDA_mESC_72h_B06"	"RamDA_mESC_72h_B07"	"RamDA_mESC_72h_B08"	"RamDA_mESC_72h_B09"	"RamDA_mESC_72h_B10"	"RamDA_mESC_72h_B11"	"RamDA_mESC_72h_B12"	"RamDA_mESC_72h_C01"	"RamDA_mESC_72h_C02"	"RamDA_mESC_72h_C03"	"RamDA_mESC_72h_C04"	"RamDA_mESC_72h_C05"	"RamDA_mESC_72h_C06"	"RamDA_mESC_72h_C07"	"RamDA_mESC_72h_C08"	"RamDA_mESC_72h_C09"	"RamDA_mESC_72h_C10"	"RamDA_mESC_72h_C11"	"RamDA_mESC_72h_C12"	"RamDA_mESC_72h_D01"	"RamDA_mESC_72h_D02"	"RamDA_mESC_72h_D03"	"RamDA_mESC_72h_D04"	"RamDA_mESC_72h_D05"	"RamDA_mESC_72h_D06"	"RamDA_mESC_72h_D07"	"RamDA_mESC_72h_D08"	"RamDA_mESC_72h_D09"	"RamDA_mESC_72h_D10"	"RamDA_mESC_72h_D11"	"RamDA_mESC_72h_D12"	"RamDA_mESC_72h_E01"	"RamDA_mESC_72h_E02"	"RamDA_mESC_72h_E03"	"RamDA_mESC_72h_E04"	"RamDA_mESC_72h_E05"	"RamDA_mESC_72h_E06"	"RamDA_mESC_72h_E07"	"RamDA_mESC_72h_E08"	"RamDA_mESC_72h_E09"	"RamDA_mESC_72h_E10"	"RamDA_mESC_72h_E11"	"RamDA_mESC_72h_E12"	"RamDA_mESC_72h_F01"	"RamDA_mESC_72h_F02"	"RamDA_mESC_72h_F03"	"RamDA_mESC_72h_F04"	"RamDA_mESC_72h_F05"	"RamDA_mESC_72h_F06"	"RamDA_mESC_72h_F07"	"RamDA_mESC_72h_F08"	"RamDA_mESC_72h_F09"	"RamDA_mESC_72h_F10"	"RamDA_mESC_72h_F11"	"RamDA_mESC_72h_F12"	"RamDA_mESC_72h_G01"	"RamDA_mESC_72h_G02"	"RamDA_mESC_72h_G03"	"RamDA_mESC_72h_G04"	"RamDA_mESC_72h_G05"	"RamDA_mESC_72h_G06"	"RamDA_mESC_72h_G07"	"RamDA_mESC_72h_G08"	"RamDA_mESC_72h_G09"	"RamDA_mESC_72h_G10"	"RamDA_mESC_72h_G11"	"RamDA_mESC_72h_G12"	"RamDA_mESC_72h_H01"	"RamDA_mESC_72h_H02"	"RamDA_mESC_72h_H03"	"RamDA_mESC_72h_H04"	"RamDA_mESC_72h_H05"	"RamDA_mESC_72h_H06"	"RamDA_mESC_72h_H07"	"RamDA_mESC_72h_H08"	"RamDA_mESC_72h_H09"	"RamDA_mESC_72h_H10"	"RamDA_mESC_72h_H11"	"RamDA_mESC_72h_H12"
"ENSMUST00000173206.7"	0	0	1.86615	2.45823	1.62112	0	3.15632	3.08075	0	0	0	0	4.48926	0.455043	4.95777	7.62293e-08	0.17449	4.14311	6.00658e-07	1.10659e-09	0	2.21599	0	1.90721	0.04925	0	1.73225	0	2.25533	2.1845	0	8.60619	1.86578	0	3.61146e-08	0.0502221	4.22682	4.99752	4.93322	4.44297e-05	0	3.63884e-08	0	3.11877	0	0	2.09422	3.26313	5.81502e-09	2.67285	0	0	0	3.93956	0	0	7.62484e-07	1.72217	0.553506	2.28134	11.6447	2.19727e-07	1.55116	0	0.198857	0	1.64832	3.96683	6.36868	0	0.794785	0	5.58154	0.0147325	4.99666	1.03248	1.22622	0.595407	1.03095	3.77701	1.35557	2.48578	2.16364e-06	0	5.0456	1.25469	4.60508	0.000109614	0.0149854	0	0	0	8.70079	1.05134	3.49274e-05	1.08264	9.09769	2.89499	0	11.119	6.4995	5.92869e-08	3.74264	5.00149	7.88236	3.40864	0.0261842	4.92564	8.0911	2.14756e-06	0.512554	21.8454	2.69654e-07	7.26546	1.71354	3.59172	9.56533	17.8112	12.5841	7.57711	7.63723e-06	9.38571	1.55702	2.34955e-05	16.9842	0.00183068	6.52925	5.97543	0	6.98895	14.7907	2.2057	4.00407	5.83127	11.3972	5.7369	6.21667e-09	5.21722	2.37177	5.67344	5.86133	5.59166	9.77001	1.21657	8.57204	6.31572	6.31493	3.14461	13.4928	5.56915	7.46837	3.06956	2.33402	0.135408	4.02184	2.81645	4.88907	6.21643	0.0199499	8.91257	4.82016	4.6402	16.2348	10.9942	4.25451	0.91653	1.84157	4.52501e-09	3.1392	7.60589	4.90921	11.2788	1.367	4.99662	8.81499e-05	5.16479	12.5291	0.359266	3.72132	4.1397	6.15538	1.26542e-08	3.7484	0.585856	13.3573
"ENSMUST00000174060.7"	0.425277	0.515431	1.53137	0	0	3.02565	5.24155	0	1.17943	4.57066	0	0	1.03124	0	0	0.372079	0	0.996946	0	2.57075	2.56003	1.31694	0	0.602672	2.13566	2.44124	0.239614	0	1.70827	0	6.68981e-08	0.101887	0.662323	1.6301	0	0	0.584122	0.779029	5.76043e-07	2.74108	2.26041	0	0	0	3.03708	0	1.51417	0	0	0	0	0	2.34504	0	0	1.09042	1.95511	0	0	0.992244	1.64351	0	0	1.30583	0	0.421048	4.74407	2.4869	0	2.88353	1.08738	0.795997	1.90762	5.38957	0	2.15509	1.50252e-06	3.84855	1.36641	1.09967	0	0.344317	0	1.00708	0	0	2.01654	0	1.15286	3.35495	5.02714	1.53878	2.04783	8.99608e-05	1.00273	0	0.0696297	3.73637	0.00270102	4.60015	0	2.40899	5.39286	2.72471	0	6.58535	1.6851	0	3.07194	3.30503	0	0.00288789	4.16595	10.1409	5.11156e-05	0	0	0	0	2.53253	1.62865	0	3.09846	0.613194	6.9016e-05	2.7806	0	0	2.15971	2.82234	0.0449428	2.26702	4.74989	0.925917	5.65482	0.901091	0.0297047	1.85938e-06	0	0	6.22923	0	2.64364	0.00900183	4.45833	2.09811	0	0	3.45767	3.55168	3.51733e-05	0.856967	0	2.29736	0.923132	2.38609	0	7.16374	4.66554	3.82538	1.14326	0.000431476	0	0	0	2.83442e-07	0	0	0	0	2.54903	0	2.26132	0.219997	2.13503	0	0.0267055	0.355808	0	0	1.68548	7.23097	0.128922	2.69096	0
"ENSMUST00000174486.1"	1.31449	0	9.3912	3.22979	3.34586	9.29711	0	0.118973	2.10691	1.26271	2.74554	3.52224	6.60742	2.13304	6.68989	9.48589	3.8128	3.8859	3.48636	8.66332	6.09852	3.93185	2.23586	2.46477	5.28289	2.92313	4.84314	6.34023	4.316	2.74679	6.32626	0.991442	2.3858	0.861293	2.78974	5.65398	5.47165	8.59161	3.07551	5.28746	3.55	2.70634	7.20577	2.48518	5.90538	4.68357	3.37613	5.23106	0.699846	3.95277	3.70614	1.66873	2.21139	5.98193	5.14856	2.27475	10.148	10.2353	4.69193	1.96397	5.59413	2.95904	7.37066	4.04308	6.23119	2.2582	6.3229	5.98389	2.78397	2.61872	2.92505	2.65921	5.56813	5.937	2.8966	5.59286	3.21173	7.28594	11.9238	7.79647	6.81133	8.12295	3.95007	4.20223	1.96681	2.73396	2.98647	2.15991	2.75711	3.63486	3.15166	8.00965	14.8504	5.59084	3.513	10.4222	15.3566	3.21429	0	8.36371	4.83383	8.5807	4.44172	1.85172	7.40108	4.17175	8.89038	9.71148	15.1442	7.3042	4.25265	6.83869	6.95285	9.77384	3.15451	3.99578	8.37886	5.70528	4.17936	7.65105	5.43518	1.24981	10.1345	5.03478	8.34592	4.46458	3.77141	7.79202	6.08039	2.13586	3.11205	6.49056	6.03016	5.88828	0	5.33939	3.06741	1.41899	5.45423	0.0314313	15.9307	1.17956	4.0194	3.59296	6.67652	3.85189	4.12048	4.86038	12.3119	1.23469	11.6618	1.55708	7.9167	3.67676	2.43367	3.83103	6.87362	3.50691	2.87292	3.00622	20.0517	12.5205	5.21217	5.82227	15.1203	6.34679	4.87087	2.84008	4.10895	4.41151	4.4466	3.56313	8.25181	6.17281	4.69002	2.31008	5.55504	6.52605	8.7499	5.2439	6.63182	9.56203	5.64948	3.09128	12.4689
"ENSMUST00000177633.7"	0	5.02989e-07	0	0	0	0	3.56414	1.62388	0.267409	0.0649885	0	0	0.273389	0	0.413969	0	0.0171532	3.19703	0	0.124327	0	0	1.35578	0	0.6165	1.27252	0	1.79735	0	0	0	2.81928	0	1.50202	0.0199641	0	6.87404e-06	0	0	0	1.82643	1.33606	0	3.80672	0	0.134324	0	0.00449012	0	0	0	3.00307e-09	0	4.80426e-05	0.000282347	0	0	0	2.09755	0	0.000400345	0.0582557	0	0	0	0.0330151	0	0	0.000322931	0	0.000157139	0	2.51497	4.88666e-08	1.72682	2.6403e-07	3.813	2.6267e-06	2.29449	6.36153	1.21883	9.06505e-08	0	0.000381158	0	0.00293067	0	1.74167	0	0	3.28126	4.53617e-09	1.16217e-08	1.43053e-07	6.26741e-09	5.35564e-05	0.00601196	4.10577	0	0	0	0.0277239	6.01373	3.11512e-06	0.00334734	1.95999e-06	2.42297	5.35222e-07	7.17764e-09	0.0358168	0.123113	0.00146635	6.68291	4.9482e-08	0	0	1.13772e-05	0	1.71471e-07	6.82986e-06	0	4.67803e-09	6.63051e-07	1.92537	10.4976	6.59631	0	0.000114297	0.00354409	0.328778	5.1468e-07	3.50793	2.78907e-09	3.70625e-09	0.00113757	1.96695	0.115253	0.368656	0.103016	2.60541e-05	0.0877783	1.01201e-09	1.21077	0.00475261	10.6219	4.13464e-08	4.94829	0.00455333	0.0130928	6.044	0	0.198589	0.00107669	2.28792e-08	3.73644e-07	8.73907e-09	0.0146337	0	5.22814	2.13282e-07	7.1935	0.407925	5.56023e-06	0.263865	6.75737e-05	6.85752	0	0.000433193	0.00352109	3.63662	6.51332	5.95324e-09	0	0	4.11526	0	3.08142e-09	0.092103	0	0.000245889	1.61566e-09	0.257447	1.38773e-09	1.72303e-06	4.66556
"ENSMUST00000182114.7"	0.241107	6.06872	0	0	0	0	0.962801	1.5891	0.0567039	0	0	1.8723	0	4.34135	0	8.27045e-08	1.52665	0	0	0	0	4.70252e-08	2.18235	0	0	7.80074	0	0	0	1.13098	2.22452	0	0	0	0	0.0150829	0	0	0	0.61203	0.110665	0	1.41788	0	0	5.04445	0	0	0	0	0	0	4.63825	0	0	0	0	0	1.65427	0	0	0.305691	0	7.33444	1.52702e-08	0	0	2.09254	1.26527	1.10826	0	0	4.19188	0.539185	0	0	0	0	0	2.14693	1.77966	0	0.359008	0	0.350386	2.17181	0	0	0	1.44946	6.78202e-09	0	0	0	0	0.0594367	2.02766	0	0	0	2.69028	0	0	0	0.93914	0	0	0	1.51719	0	0	0.320511	0	0	1.54449	0	0	1.88039	0.697243	0	0	2.86257	0	0.383098	0	0	0	0	0	0	0	0	0	0	0	0.41852	0	1.69321	0	1.09523	0	0	0.420341	1.62053	0	0	2.74068	3.39232	0	0	0	0	0	0	0.040236	0.402956	0	0.000132135	0	6.21416	3.24099	2.78022	1.72973	0	0	0	0.586226	0	0.232478	0.0809654	0	0	0	1.78306	0	0	0	0	0	0.774601	0.194946	0	2.65858	0	0
"ENSMUST00000182306.1"	0	0	12.0981	12.2358	0.792699	9.00186	4.44222	3.7619	3.9075	4.91892	12.9697	0	0	11.6073	0	0.7643	3.52125	0	6.42611	8.53205	3.78526	1.95222	0	3.70094	0	10.2894	7.91982	8.01794	4.09086	7.7398	0	3.55752	0.33547	5.47912	11.3412	0	8.11405	0	4.95984	0	0	8.68585	4.8238	5.94446	0.539258	0.478414	7.43531	3.40207	0	10.6508	0.299352	0	0	4.58323	2.50708	3.85377	2.21659	8.30097	2.29386	1.88097	1.05498	7.21681	0	7.29683	9.77011	9.12032	0	3.07663	0	9.7034	15.0435	4.13447	9.67035	8.68828	0	0	0	3.0745	10.4086	0	3.12108	0	0	5.14742	0	4.1556	0	2.81248	0	3.18157	7.94202	10.7078	1.37367	3.70505	1.19729	3.11448	0	0	0.692589	6.4845	1.70483	0	0	5.34679	1.93536	0.945999	0	0	5.05512	4.45844	7.2346	0	3.48811	7.19172	3.98606	0	0	0	0.733755	11.0378	3.14173	0	0	0	0	0	2.01689	1.68775	4.3112	0.684726	3.1528	0	1.78334	0	1.76439	2.02242	0	0	3.95272	2.77668	0.0377662	0	0.559143	0	0	2.30093	0.279022	4.107	0	0	3.74377	0	8.21112	1.16094	4.269	1.19839	2.0397	2.44266	4.03919	0	3.51682	0	0	0	1.06208	0.271541	6.22268	1.86965	5.40672	0	1.95353	0	0	0	1.8012	4.51573	8.51573	0	0.456737	4.6186	2.49828	0	0	3.83743	0
"ENSMUST00000182388.7"	0	5.27823	17.1411	3.94591	3.67805	9.82992	2.93694	0	0	5.09339	1.18154	0	6.85811	11.2383	9.39762	16.8292	6.86457	7.92777	11.319	11.2113	15.7207	6.3042	3.70173	4.55888	6.572	1.6586	1.83761	5.4589	0.781408	16.6782	0	11.4298	10.062	10.4752	8.37385	0	7.70373	3.93051	8.0228	12.5232	0.518504	12.8742	8.84809	4.51953	13.6368	4.3218	2.54534	0	3.49198	5.97077	4.29536	8.89954	0	9.68641	1.02505	7.52337	5.78393	24.2893	8.70874	1.90775	0	11.9477	11.598	3.45189	1.56446	9.2404	10.5436	10.4477	4.28403	6.97541	6.51325	5.90804	0	0	8.92533	14.989	6.32871	16.1938	18.0133	0	14.9213	3.87943	7.10991	7.1394	4.79523	0	9.93227	10.7763	4.64641	6.5831	2.76611	11.2694	1.9594	6.19815	0.674603	1.31685	0	3.88412	0	9.09433	0	1.18522	2.62325	4.01317	0	2.30693	3.72912	1.4773	0	0	2.33087	6.43214	11.7502	5.92613	0	5.76804	1.89472	0	3.71487	1.48055	0	1.15491	1.46794	5.47536	7.24633	4.01419	3.10758	3.26801	3.56827	2.8075	0	3.91473	0	5.55791	3.99882	2.36443	2.60607	0	1.53249	0.697712	3.13755	5.0305	0	1.50217	1.91329	9.187	0	4.82557	0	2.94248	0	0	0.00073866	0	0	2.09973	1.30381	0	0	0	0	6.41239	0	0	4.013	3.40168	4.2804	1.05344	11.2829	0	2.06226	0.960381	1.91418	5.82004	0	5.84166	1.49684	0.0296722	1.14556	5.00018	1.72997	1.97811	0	3.62625	0
"ENSMUST00000182675.7"	8.65619	0	0	3.05286	0.0198376	2.46408	0	8.57199e-07	1.70967	3.19923	0	1.84118	4.5227	0	2.12194	0.796314	0.445303	0	0	0	0.484873	1.65689	0	0	0.655512	1.83774e-07	0	0	0	0	3.80151	0	2.25772	0.0823749	0	3.49169	3.20278	0	0	0	0.918974	1.12225	0	1.07042	0	0.491459	0.685844	0	0	1.28038	2.00895	0	0	0	8.78474e-08	0	7.32413	0	0	2.29787e-06	1.24805	0	0.225317	1.54179e-08	3.62362	0	0	0	2.61414	0	1.38962	0	0.265879	0	0	3.57135	0.794815	0	0	1.23318	2.42377	0	0.000150639	0	5.31611	1.01584	0	0	0	1.14186e-07	0	0	1.00096	0.541264	0	0.0568358	0	0	2.71712	0	0	0	0	0	0	0	0	0	0	2.82098	0	2.52648	0.589076	0	0	0	2.34665	0	0.0817875	0	0	0	0	0.565115	0	0.354932	0	3.4514	0	0	0	0	0	0.0937628	0	0	1.17585	0	0	0	0.948373	0	0.949501	0	0	0	0	0	0	0	0	0	0	0.391815	0	0.303929	0	0.909906	0	0	0.188085	0	0	0	0	3.06764	0.317604	0	0	0	0.802208	0	0.87207	0	0	0	0	0	0.111999	0.950728	0	1.89502	0	2.11495e-05	0
"ENSMUST00000182823.1"	0.0621432	6.7316	9.27973	0.0214395	1.9736	6.87093	3.56019	3.8931	8.88983	3.97968	3.01438	0.522794	3.2209	1.3461	4.42558	0	5.0912	2.66893	7.83611	9.28222	1.81182	2.40909	0	3.00183	0	2.99735	0	3.03037	2.31932	5.07766	8.50689	5.88731	1.48927	1.07454	6.58598	5.07135	1.92716	4.50131	2.17527	3.48879	2.4198	4.92602	6.6783	3.39236	2.91903	1.8809	1.31699	0	3.60941	2.82493	0.168989	7.5259	3.37651	0.806801	0	5.6012	4.00122	4.55315	1.66786	2.18144	1.42109e-09	2.76167	4.23117	3.39903	1.94848	2.50231	3.78869	2.80726	0	0	2.25997	0	6.95169	7.07116	3.96748	10.0441	3.81491	0.000179758	1.25783	1.33089	3.10411	2.65868	0.889528	0	3.26112	0.672633	2.67546	1.02218	2.17952	5.51042	5.77022	4.99182	1.44212	3.93131	1.2188	2.46823e-05	1.55695	0	2.5116	2.78343	4.85293	1.73432	0	0.972512	2.64664	0.410447	0.615165	0.430225	1.46887	2.65401	1.32796	2.02068	0.765814	3.86143	1.80516	6.12312	0	0.778753	0.545488	2.12962	1.32366	1.76477	1.98636	1.36876	0.928731	0.882689	0.685552	1.28328	1.55282	2.65928	0	2.57765	0.568959	0	2.14084	2.71601	0.703538	0.58786	0.441203	0.67706	0	1.59761	0.917985	1.86498	1.44854	0	0	4.25639	3.41725	0.144154	0.554349	0	0.706018	0.265039	0	2.17788	0.448309	0.0286725	0.406168	0.812562	2.40854	1.74045	0.620849	3.19676	2.67259	0.476519	0	4.12	3.31192	0	4.22974	2.63339	1.9864	0.14129	0.0722109	1.34052	1.01642	1.29863	0.382383	1.39818	0.373616	0	0.914422	1.42924	0
"ENSMUST00000182892.7"	1.76568	0.519046	4.28181	1.73396	1.3709	4.76875	0	0	0	0.969222	2.17859	0	0.373593	3.38225	0	4.17483	1.02011	1.62315	3.80931	2.07711	5.54054	2.23356	2.34395	1.77628	1.44683	2.99756	7.41053	1.95969	1.25466	1.51825	0	0.969499	0	1.28947	1.77688	0	1.56705	1.11463	1.95875	3.28673	0	0.567868	1.72307	3.11502	2.04745	1.35996	1.148	1.53133	1.57461	0.9881	0	0	0	0.910298	0.862518	0.49635	0.789345	7.98642	1.65633	1.43781	0	1.52138	2.22073	0.754482	1.49852	3.00223	1.21529	1.64089	1.5956	1.11385	0	1.90031	0	0	0.805952	2.77401	0.310262	4.43636	2.15318	0	1.96068	2.15621	1.67832	2.65811	2.75757	0.933891	0.624969	2.35614	0.578332	0.594486	1.74847	1.31187	0	1.86575	0	0.765207	0.518066	0	0	0	0	0	0.923037	1.76462	0.765577	1.47331	1.22732	0.425048	0	0	1.33238	2.45794	3.61278	1.24848	0	1.70349	0.583359	6.01896e-07	0.678613	7.36229e-09	0	0	0	0	0.461736	0.345589	0	0	0.570798	0	0.654447	0.874049	0.311416	1.89424	0	0.63905	1.08417	0	1.76018	0.556438	0	0.500829	0	0.0266845	1.12839	1.60936	0	1.57664	0.407647	0.285769	1.28526	0	0.63425	0.863231	0	0.608012	1.25424	0.820015	1.41045	0	0	0.788829	0.838502	0	1.64495	0	1.09111	0	3.73942	0.526619	0.57004	0	1.69341	1.77507	1.71928	0	1.16154	0	0.291113	1.00578	1.38135	0	0	1.21662	0.90974
"ENSMUST00000183059.1"	13.0082	7.80179	7.57047	6.68992	7.40896	15.0292	0	0	0.335017	7.7419	5.50569	17.6972	12.0294	7.52354	2.76135	11.8219	10.9324	15.4909	11.1302	13.2512	2.65031	7.97496	4.74725	7.17371	7.74362	2.06435	14.9994	7.85844	11.984	8.28895	3.34881	12.1926	9.37311	1.01421	8.16951	13.3237	9.04877	14.957	6.03668	3.93201	3.82902	1.62784	7.14837	11.0045	13.9778	8.87048	10.8524	2.49708	7.84296	10.0886	12.0455	6.13368	6.73948	8.80266	21.7913	8.02204	7.03664	27.3485	11.1711	13.291	5.01404	15.89	12.6241	7.46263	6.57173	7.99339	10.1462	11.3365	13.316	2.29523	6.85708	4.29378	3.82395	6.3125	10.9001	12.3828	13.4621	10.0241	8.2067	13.252	17.1883	11.7691	9.84223	12.283	16.0247	6.45319	3.52608	5.0773	5.5956	12.2313	14.9337	10.3353	2.38925	14.555	10.2748	14.7894	5.04674	6.38165	1.25976	9.02211	7.56677	6.93175	8.8859	7.15713	4.91654	10.4751	4.82018	2.8374	17.5907	7.51949	9.03912	12.5394	13.755	6.74791	7.96927	2.96084	2.94197	7.49977	8.13713	8.93513	7.50184	15.451	7.25465	6.48541	6.54854	7.89799	3.00977	8.02852	4.46279	6.21007	4.25669	9.02804	5.83043	3.70134	5.2782	13.9108	12.233	7.66474	3.80991	4.04288	7.95963	12.3129	2.24905	3.9355	9.92312	14.7758	0.104465	9.97535	3.47672	2.42622	10.0874	6.68051	8.80331	12.0724	4.40553	6.2559	7.75596	7.34886	7.83961	0.844619	10.5043	3.90311	7.77219	6.70386	13.2474	11.2455	4.18906	6.71215	2.65434	8.81987	3.39248	6.91388	7.63241	2.65827	9.30353	12.5704	6.21696	0	12.8044	9.01847	7.05823	6.42776	3.67891	4.29883	7.43863
"ENSMUST00000183204.1"	0	0	0.684814	0	0	0	1.11685	0	0	0	1.14782	0.64873	0	1.38906	1.54092	1.75462	0	0	0	0	0	0	0	0	1.39071	0.559573	0	0	0	1.2725	0	1.06616	0.907453	0	0.597955	0	1.67684	0	1.12669	2.27826	1.23777	0.825895	0	0	0.489298	0	0.442049	1.56702	0	0.687415	1.74564	0	0	0	0	0	0	0.835851	0.705577	8.35217e-08	1.10018	0	2.13121	0	0	1.37311	1.19663	0.762425	0	0	0	0.557275	0	0	0.573544	0	0	0	0.865678	0	0.77905	0.537444	0	0	1.80186	1.24749	1.47162	2.1351	1.51569	0	0	0	0	0.00743985	0.455751	0	0	0	0	1.35056	0	0	0	0.303059	0.0211064	0	0	0	1.15332	0.334028	0	0	0	0.997247	0	0	0.265922	0.308771	0	0.519391	0	0	0.342194	0.98244	0	0	0	0.602067	0	0.532596	0	1.11627	0	0	0.875124	1.08412	0	0	0	0	1.23998	0	0	6.92928e-07	1.31921e-06	1.03974	0	0	0.5484	0	0	0	1.0667	0	0	0	0	0	0	0	0	0	6.10114e-05	0	0	0.704976	0	0.19709	0	3.24939e-06	0.227993	0	0	0	0	1.1449	0	0	0	0	0	1.09365	0.756093	0	0.67718
"ENSMUST00000185422.1"	0	0	1.50333	2.87857	0	2.58404	1.63405	0	0	13.0665	0	0	0	3.913	2.33594	4.11601	6.22353	0	1.21377	1.45527	0	1.17024	7.8459	4.51593	0	0.506551	1.25982	1.54236	0	0	0	0	0.889339	2.58108	0	9.7114	2.45969	0	0	0	0	0	7.13384	0	0.877325	0.895207	1.09742	0	4.03943	3.22154	2.81057	0	4.18236	4.04291	0	10.7215	1.19277	2.57338	0	0	0	1.65572	1.96659	1.18265	5.5002	1.84652	0	0	0.0168919	2.4539	7.61417	1.90546	2.48589	0	1.70477	1.8896	4.4615	2.92631	0	0	0	5.52292	0	15.2095	7.02885	0	4.35274	0.774463	7.55181	0	4.15628	9.17893	0.0765535	0	2.23147	7.90529	0	0.537553	0	3.81579	0	3.6473	0	0	6.83314	0	5.59571	6.77661	4.5028	11.6651	1.12637	1.30912	7.31028	1.87103	4.17185	3.77904	0	0.769265	3.22722	4.26791	0	0	0	3.47725	0	0	0	0	7.59625e-06	0	0	0	8.78128	8.4461	0	6.62426	2.91187	3.36635	1.93361	0	0.427827	0	0	0.246885	3.51437	1.79936	4.89172	2.9229	5.66409	0.445826	5.921	0.434016	3.46022	6.35075	8.75368	0	0.346712	5.84449	4.64518	0.970956	0	0	11.4701	0	13.6453	0	1.14355	2.81706	0	2.61438	11.4897	4.63497	12.8713	10.7001	0	5.56384	4.33037	2.91721	0	7.44591	3.23427	0	0	0	8.39883
"ENSMUST00000186294.6"	0.159804	0	0	0.938278	0	0	0	0	0	1.02153	0	0	0	1.58242	0	3.89539e-09	0	0	0.0418426	0	0.312243	0.580605	0	0	0	0.989912	1.33815	0	0	0	1.22527e-07	0	0	0	0	0	0.437099	0	0	0	0.214597	0	0	9.15312e-08	0.866586	0.414285	0	0.147125	0	0	0	0	0	0	0	0	0.365852	0	0	0.375273	0	0	0	0.965019	0	0.337256	1.07224	0	0	0	0.851072	0	0.567711	0	0	2.45542e-09	0	0	0	0	3.47025	0	0	0	0.510655	0	0.0808036	0	0	0	3.62373e-05	0	0	1.9795	0	0	0	1.08263e-08	0	0	0	0	0	0	0	0	1.23995	5.63917e-05	0	0	0	0	0	1.71056e-05	0	0	0.816274	0.460679	0	0	0	0	0	0	0	0	0	4.22842e-07	0	0	0	0	0	0	0	0	0	0.023077	0	1.01264	0.47794	0	0	0	0	0.450037	0	0	0.574181	1.1294	0	0	0	0	0	1.10145	0	1.4462e-08	0	0	0	0	0	0	1.47893	0	0	0.563904	0	0	0	0.913699	0.325871	0.000305757	1.05581	0	0	0	0	0	0	0	1.25744	1.00569	0
